symbol,signal_at,order_active_at,order_expire_at,trigger_price,return_5s,return_15s,return_60s,volume_5s,volume_baseline_1s_median,volume_multiple_5s,12h_low,rise_from_12h_low,origin_price,origin_plus_10pct_floor,spike_high,atr_5m,pricing_mode,predicted_primary,invalid_price,window_high,window_low,window_high_vs_trigger,window_low_vs_trigger,invalid_touched,tier1_price,tier1_weight,tier1_status,tier1_first_touch_at,tier2_price,tier2_weight,tier2_status,tier2_first_touch_at,tier3_price,tier3_weight,tier3_status,tier3_first_touch_at,filled_tier_count,order_result,next_5m_high,next_5m_low,next_5m_close
AKEUSDT,2026-07-29T21:41:43+08:00,2026-07-29T21:41:44+08:00,2026-07-29T21:44:43+08:00,0.0042110000,9.6158%,9.5274%,9.4932%,2465905.0000000000,53967.0000000000,9.1386x,0.0032090000,31.2247%,0.0032090000,0.0035299000,0.0042999000,0.0000828143,momentum_atr_estimate,0.0042377893,0.0045897500,0.0042450000,0.0038150000,0.8074%,-9.4039%,no,0.0042046636,0.30,not_placed,,0.0042377893,0.40,not_placed,,0.0042709150,0.30,not_placed,,0,rejected_origin_floor,0.0042450000,0.0038150000,0.0038388000
AKEUSDT,2026-07-29T21:45:15+08:00,2026-07-29T21:45:16+08:00,2026-07-29T21:48:15+08:00,0.0042115000,9.8490%,9.9350%,10.2602%,1539432.0000000000,57690.0000000000,5.3369x,0.0032090000,31.2403%,0.0032090000,0.0035299000,0.0042999000,0.0000828143,momentum_atr_estimate,0.0042377893,0.0045897500,0.0042249000,0.0038074000,0.3182%,-9.5952%,no,0.0042046636,0.30,not_placed,,0.0042377893,0.40,not_placed,,0.0042709150,0.30,not_placed,,0,rejected_origin_floor,0.0042249000,0.0038074000,0.0038213000
AKEUSDT,2026-07-29T21:48:24+08:00,2026-07-29T21:48:25+08:00,2026-07-29T21:51:24+08:00,0.0042148000,10.5637%,10.6799%,0.0475%,1704367.0000000000,79561.0000000000,4.2844x,0.0032090000,31.3431%,0.0032090000,0.0035299000,0.0042999000,0.0000821214,momentum_atr_estimate,0.0042383089,0.0045873250,0.0042180000,0.0038088000,0.0759%,-9.6327%,no,0.0042054604,0.30,not_placed,,0.0042383089,0.40,not_placed,,0.0042711575,0.30,not_placed,,0,rejected_origin_floor,0.0045305000,0.0037737000,0.0038035000
AKEUSDT,2026-07-29T21:51:51+08:00,2026-07-29T21:51:52+08:00,2026-07-29T21:54:51+08:00,0.0044733000,17.3910%,17.3879%,17.4464%,58541002.0000000000,85861.0000000000,136.3623x,0.0032090000,39.3986%,0.0032090000,0.0035299000,0.0045499000,0.0001144571,momentum_atr_estimate,0.0044640571,0.0049505000,0.0044800000,0.0037737000,0.1498%,-15.6395%,no,0.0044182743,0.30,not_placed,,0.0044640571,0.40,not_placed,,0.0045098400,0.30,not_placed,,0,rejected_origin_floor,0.0044800000,0.0037737000,0.0040654000
AKEUSDT,2026-07-29T21:55:03+08:00,2026-07-29T21:55:04+08:00,2026-07-29T21:58:03+08:00,0.0041061000,6.8768%,6.9882%,7.6191%,1813124.0000000000,93387.0000000000,3.8830x,0.0032090000,27.9557%,0.0032090000,0.0035299000,0.0045499000,0.0001144571,momentum_atr_estimate,0.0044640571,0.0049505000,0.0041080000,0.0038305000,0.0463%,-6.7120%,no,0.0044182743,0.30,unfilled,,0.0044640571,0.40,unfilled,,0.0045098400,0.30,unfilled,,0,no_fill,0.0041650000,0.0037992000,0.0038056000
AKEUSDT,2026-07-29T21:58:15+08:00,2026-07-29T21:58:16+08:00,2026-07-29T22:01:15+08:00,0.0040858000,6.3041%,6.2931%,6.5342%,788389.0000000000,45744.0000000000,3.4470x,0.0032090000,27.3232%,0.0032090000,0.0035299000,0.0045499000,0.0001182714,momentum_atr_estimate,0.0044611964,0.0049638500,0.0041650000,0.0037895000,1.9384%,-7.2519%,no,0.0044138879,0.30,unfilled,,0.0044611964,0.40,unfilled,,0.0045085050,0.30,unfilled,,0,no_fill,0.0041650000,0.0037783000,0.0038201000
AKEUSDT,2026-07-29T22:04:05+08:00,2026-07-29T22:04:06+08:00,2026-07-29T22:07:05+08:00,0.0041186000,8.1707%,8.0997%,8.0685%,2909501.0000000000,133541.0000000000,4.3575x,0.0032090000,28.3453%,0.0032090000,0.0035299000,0.0045499000,0.0001229857,momentum_atr_estimate,0.0044576607,0.0049803500,0.0041767000,0.0037950000,1.4107%,-7.8570%,no,0.0044084664,0.30,unfilled,,0.0044576607,0.40,unfilled,,0.0045068550,0.30,unfilled,,0,no_fill,0.0041980000,0.0037950000,0.0038658000
AKEUSDT,2026-07-29T22:08:20+08:00,2026-07-29T22:08:21+08:00,2026-07-29T22:11:20+08:00,0.0041949000,8.7297%,0.7832%,1.2454%,1694627.0000000000,101024.0000000000,3.3549x,0.0032090000,30.7230%,0.0032090000,0.0035299000,0.0045499000,0.0001246357,momentum_atr_estimate,0.0044564232,0.0049861250,0.0041824000,0.0038562000,-0.2980%,-8.0741%,no,0.0044065689,0.30,unfilled,,0.0044564232,0.40,unfilled,,0.0045062775,0.30,unfilled,,0,no_fill,0.0041824000,0.0038562000,0.0038930000
AKEUSDT,2026-07-29T22:13:29+08:00,2026-07-29T22:13:30+08:00,2026-07-29T22:16:29+08:00,0.0040900000,5.0280%,5.0577%,5.1387%,3902300.0000000000,94883.0000000000,8.2255x,0.0032090000,27.4540%,0.0032090000,0.0035299000,0.0045499000,0.0001279714,momentum_atr_estimate,0.0044539214,0.0049978000,0.0041549000,0.0038800000,1.5868%,-5.1345%,no,0.0044027329,0.30,unfilled,,0.0044539214,0.40,unfilled,,0.0045051100,0.30,unfilled,,0,no_fill,0.0041549000,0.0038544000,0.0038631000
AKEUSDT,2026-07-29T22:18:04+08:00,2026-07-29T22:18:05+08:00,2026-07-29T22:21:04+08:00,0.0041060000,6.3510%,6.3290%,6.0023%,2093089.0000000000,77524.0000000000,5.3998x,0.0032090000,27.9526%,0.0032090000,0.0035299000,0.0045499000,0.0001217643,momentum_atr_estimate,0.0044585768,0.0049760750,0.0041137000,0.0038476000,0.1875%,-6.2932%,no,0.0044098711,0.30,unfilled,,0.0044585768,0.40,unfilled,,0.0045072825,0.30,unfilled,,0,no_fill,0.0041137000,0.0038175000,0.0038216000
AKEUSDT,2026-07-29T22:21:22+08:00,2026-07-29T22:21:23+08:00,2026-07-29T22:24:23+08:00,0.0040699000,5.7007%,5.6294%,5.6047%,1301951.0000000000,76044.0000000000,3.4242x,0.0032090000,26.8277%,0.0032090000,0.0035299000,0.0045499000,0.0001220929,momentum_atr_estimate,0.0044583304,0.0049772250,0.0041059000,0.0038120000,0.8845%,-6.3368%,no,0.0044094932,0.30,unfilled,,0.0044583304,0.40,unfilled,,0.0045071675,0.30,unfilled,,0,no_fill,0.0041059000,0.0038042000,0.0038054000
AKEUSDT,2026-07-29T22:24:38+08:00,2026-07-29T22:24:39+08:00,2026-07-29T22:27:39+08:00,0.0040733000,6.6588%,6.6951%,-0.6488%,1403574.0000000000,59105.0000000000,4.7494x,0.0032090000,26.9336%,0.0032090000,0.0035299000,0.0041995000,0.0001220929,momentum_atr_estimate,0.0041079304,0.0046268250,0.0041060000,0.0037905000,0.8028%,-6.9428%,no,0.0040590932,0.30,not_placed,,0.0041079304,0.40,not_placed,,0.0041567675,0.30,not_placed,,0,rejected_origin_floor,0.0041381000,0.0037877000,0.0038128000
AKEUSDT,2026-07-29T22:27:58+08:00,2026-07-29T22:27:59+08:00,2026-07-29T22:30:58+08:00,0.0041251000,8.8101%,8.7012%,8.4383%,1500755.0000000000,78685.0000000000,3.8146x,0.0032090000,28.5478%,0.0032090000,0.0035299000,0.0041995000,0.0001220143,momentum_atr_estimate,0.0041079893,0.0046265500,0.0041381000,0.0037835000,0.3151%,-8.2810%,no,0.0040591836,0.30,not_placed,,0.0041079893,0.40,not_placed,,0.0041567950,0.30,not_placed,,0,rejected_origin_floor,0.0041381000,0.0037652000,0.0037735000
AKEUSDT,2026-07-29T22:31:05+08:00,2026-07-29T22:31:06+08:00,2026-07-29T22:34:05+08:00,0.0040767000,7.4456%,7.6897%,-0.3495%,3003647.0000000000,118269.0000000000,5.0793x,0.0032090000,27.0396%,0.0032090000,0.0035299000,0.0041995000,0.0001243500,momentum_atr_estimate,0.0041062375,0.0046347250,0.0040694000,0.0037652000,-0.1791%,-7.6410%,no,0.0040564975,0.30,not_placed,,0.0041062375,0.40,not_placed,,0.0041559775,0.30,not_placed,,0,rejected_origin_floor,0.0040694000,0.0037652000,0.0037835000
AKEUSDT,2026-07-29T22:34:07+08:00,2026-07-29T22:34:08+08:00,2026-07-29T22:37:10+08:00,0.0040305000,6.5791%,6.5368%,6.5734%,1753273.0000000000,48524.0000000000,7.2264x,0.0032090000,25.5999%,0.0032090000,0.0035299000,0.0041995000,0.0001243500,momentum_atr_estimate,0.0041062375,0.0046347250,0.0040625000,0.0037747000,0.7939%,-6.3466%,no,0.0040564975,0.30,filled,2026-07-29T22:36:04+08:00,0.0041062375,0.40,unfilled,,0.0041559775,0.30,unfilled,,1,partial_filled,0.0040625000,0.0037415000,0.0037494000
AKEUSDT,2026-07-29T22:37:23+08:00,2026-07-29T22:37:24+08:00,2026-07-29T22:40:23+08:00,0.0040365000,6.7631%,6.6024%,6.8479%,2325723.0000000000,65077.0000000000,7.1476x,0.0032090000,25.7868%,0.0032090000,0.0035299000,0.0041995000,0.0001279000,momentum_atr_estimate,0.0041035750,0.0046471500,0.0040759000,0.0037415000,0.9761%,-7.3083%,no,0.0040524150,0.30,filled,2026-07-29T22:39:23+08:00,0.0041035750,0.40,unfilled,,0.0041547350,0.30,unfilled,,1,partial_filled,0.0040759000,0.0037415000,0.0037804000
AKEUSDT,2026-07-29T22:40:29+08:00,2026-07-29T22:40:30+08:00,2026-07-29T22:43:29+08:00,0.0040702000,8.1838%,8.3220%,8.3999%,1797413.0000000000,56617.0000000000,6.3494x,0.0032090000,26.8370%,0.0032090000,0.0035299000,0.0041628000,0.0001279000,momentum_atr_estimate,0.0040668750,0.0046104500,0.0040673000,0.0037588000,-0.0712%,-7.6507%,no,0.0040157150,0.30,not_placed,,0.0040668750,0.40,not_placed,,0.0041180350,0.30,not_placed,,0,rejected_origin_floor,0.0041137000,0.0037588000,0.0037812000
AKEUSDT,2026-07-29T22:43:40+08:00,2026-07-29T22:43:41+08:00,2026-07-29T22:46:40+08:00,0.0040679000,7.0923%,7.0500%,7.6363%,2364488.0000000000,54875.0000000000,8.6177x,0.0032090000,26.7653%,0.0032090000,0.0035299000,0.0041550000,0.0001257357,momentum_atr_estimate,0.0040606982,0.0045950750,0.0041137000,0.0037686000,1.1259%,-7.3576%,no,0.0040104039,0.30,not_placed,,0.0040606982,0.40,not_placed,,0.0041109925,0.30,not_placed,,0,rejected_origin_floor,0.0041137000,0.0037639000,0.0037654000
AKEUSDT,2026-07-29T22:47:17+08:00,2026-07-29T22:47:18+08:00,2026-07-29T22:50:17+08:00,0.0040694000,7.7188%,7.6618%,7.6333%,626943.0000000000,40029.0000000000,3.1324x,0.0032090000,26.8121%,0.0032090000,0.0035299000,0.0041408000,0.0001239143,momentum_atr_estimate,0.0040478643,0.0045745000,0.0041377000,0.0037633000,1.6784%,-7.5220%,no,0.0039982986,0.30,not_placed,,0.0040478643,0.40,not_placed,,0.0040974300,0.30,not_placed,,0,rejected_origin_floor,0.0041377000,0.0037633000,0.0037692000
AKEUSDT,2026-07-29T22:50:20+08:00,2026-07-29T22:50:21+08:00,2026-07-29T22:53:20+08:00,0.0040730000,8.0257%,7.7770%,7.8940%,4066620.0000000000,40698.0000000000,19.9844x,0.0032090000,26.9243%,0.0032090000,0.0035299000,0.0041446000,0.0001239143,momentum_atr_estimate,0.0040516643,0.0045783000,0.0040785000,0.0037656000,0.1350%,-7.5473%,no,0.0040020986,0.30,not_placed,,0.0040516643,0.40,not_placed,,0.0041012300,0.30,not_placed,,0,rejected_origin_floor,0.0041249000,0.0037656000,0.0038085000
AKEUSDT,2026-07-29T22:54:48+08:00,2026-07-29T22:54:49+08:00,2026-07-29T22:57:50+08:00,0.0041053000,7.7337%,7.7252%,8.3193%,1864434.0000000000,59514.0000000000,6.2655x,0.0032090000,27.9308%,0.0032090000,0.0035299000,0.0041446000,0.0001255143,momentum_atr_estimate,0.0040504643,0.0045839000,0.0041249000,0.0038058000,0.4774%,-7.2954%,no,0.0040002586,0.30,not_placed,,0.0040504643,0.40,not_placed,,0.0041006700,0.30,not_placed,,0,rejected_origin_floor,0.0041370000,0.0037986000,0.0038070000
AKEUSDT,2026-07-29T22:57:51+08:00,2026-07-29T22:57:52+08:00,2026-07-29T23:00:51+08:00,0.0041119000,7.7598%,0.1266%,0.2927%,603001.0000000000,38741.0000000000,3.1130x,0.0032090000,28.1365%,0.0032090000,0.0035299000,0.0041446000,0.0001335357,momentum_atr_estimate,0.0040444482,0.0046119750,0.0042566000,0.0037956000,3.5191%,-7.6923%,no,0.0039910339,0.30,not_placed,,0.0040444482,0.40,not_placed,,0.0040978625,0.30,not_placed,,0,rejected_origin_floor,0.0042566000,0.0037956000,0.0041922000
AKEUSDT,2026-07-29T23:00:51+08:00,2026-07-29T23:00:52+08:00,2026-07-29T23:03:51+08:00,0.0041846000,10.0458%,10.1732%,9.9792%,1591918.0000000000,93198.0000000000,3.4162x,0.0032090000,30.4020%,0.0032090000,0.0035299000,0.0042566000,0.0001335357,momentum_atr_estimate,0.0041564482,0.0047239750,0.0042073000,0.0037989000,0.5425%,-9.2171%,no,0.0041030339,0.30,not_placed,,0.0041564482,0.40,not_placed,,0.0042098625,0.30,not_placed,,0,rejected_origin_floor,0.0042073000,0.0037989000,0.0038142000
AKEUSDT,2026-07-29T23:04:28+08:00,2026-07-29T23:04:29+08:00,2026-07-29T23:07:28+08:00,0.0041860000,9.6673%,9.7334%,9.3207%,624032.0000000000,37027.0000000000,3.3707x,0.0032090000,30.4456%,0.0032090000,0.0035299000,0.0042566000,0.0001017571,momentum_atr_estimate,0.0041802821,0.0046127500,0.0042157000,0.0038094000,0.7095%,-8.9967%,no,0.0041395793,0.30,not_placed,,0.0041802821,0.40,not_placed,,0.0042209850,0.30,not_placed,,0,rejected_origin_floor,0.0042157000,0.0038094000,0.0040700000
AKEUSDT,2026-07-29T23:07:36+08:00,2026-07-29T23:07:37+08:00,2026-07-29T23:10:36+08:00,0.0041199000,7.6535%,7.8451%,7.7380%,684107.0000000000,32085.0000000000,4.2643x,0.0032090000,28.3858%,0.0032090000,0.0035299000,0.0042566000,0.0000999429,momentum_atr_estimate,0.0041816429,0.0046064000,0.0041448000,0.0038196000,0.6044%,-7.2890%,no,0.0041416657,0.30,filled,2026-07-29T23:07:43+08:00,0.0041816429,0.40,unfilled,,0.0042216200,0.30,unfilled,,1,partial_filled,0.0041448000,0.0038196000,0.0038255000
AKEUSDT,2026-07-29T23:10:41+08:00,2026-07-29T23:10:42+08:00,2026-07-29T23:13:41+08:00,0.0040364000,5.3918%,5.4992%,5.2983%,670029.0000000000,30985.0000000000,4.3249x,0.0032090000,25.7837%,0.0032090000,0.0035299000,0.0042566000,0.0000999429,momentum_atr_estimate,0.0041816429,0.0046064000,0.0040793000,0.0038033000,1.0628%,-5.7749%,no,0.0041416657,0.30,unfilled,,0.0041816429,0.40,unfilled,,0.0042216200,0.30,unfilled,,0,no_fill,0.0040793000,0.0038033000,0.0040476000
AKEUSDT,2026-07-29T23:17:04+08:00,2026-07-29T23:17:05+08:00,2026-07-29T23:20:04+08:00,0.0040622000,5.5720%,5.7259%,6.2541%,1634877.0000000000,65680.0000000000,4.9783x,0.0032090000,26.5877%,0.0032090000,0.0035299000,0.0042566000,0.0000971571,momentum_atr_estimate,0.0041837321,0.0045966500,0.0040833000,0.0038081000,0.5194%,-6.2552%,no,0.0041448693,0.30,unfilled,,0.0041837321,0.40,unfilled,,0.0042225950,0.30,unfilled,,0,no_fill,0.0040833000,0.0038032000,0.0040618000
AKEUSDT,2026-07-29T23:20:10+08:00,2026-07-29T23:20:11+08:00,2026-07-29T23:23:10+08:00,0.0040454000,6.0115%,0.3100%,6.0338%,950151.0000000000,51918.0000000000,3.6602x,0.0032090000,26.0642%,0.0032090000,0.0035299000,0.0042566000,0.0000971571,momentum_atr_estimate,0.0041837321,0.0045966500,0.0040713000,0.0038032000,0.6402%,-5.9870%,no,0.0041448693,0.30,unfilled,,0.0041837321,0.40,unfilled,,0.0042225950,0.30,unfilled,,0,no_fill,0.0040713000,0.0038021000,0.0038312000
AKEUSDT,2026-07-29T23:27:33+08:00,2026-07-29T23:27:34+08:00,2026-07-29T23:30:33+08:00,0.0040101000,5.8493%,5.7209%,6.2278%,2850209.0000000000,128942.0000000000,4.4209x,0.0032090000,24.9642%,0.0032090000,0.0035299000,0.0042566000,0.0000913357,momentum_atr_estimate,0.0041880982,0.0045762750,0.0040406000,0.0037891000,0.7606%,-5.5111%,no,0.0041515639,0.30,unfilled,,0.0041880982,0.40,unfilled,,0.0042246325,0.30,unfilled,,0,no_fill,0.0040406000,0.0037831000,0.0037865000
AKEUSDT,2026-07-29T23:30:40+08:00,2026-07-29T23:30:41+08:00,2026-07-29T23:33:40+08:00,0.0040268000,5.7569%,0.2016%,-0.2971%,1472301.0000000000,48133.0000000000,6.1176x,0.0032090000,25.4846%,0.0032090000,0.0035299000,0.0042314000,0.0000913357,momentum_atr_estimate,0.0041628982,0.0045510750,0.0040322000,0.0037831000,0.1341%,-6.0520%,no,0.0041263639,0.30,unfilled,,0.0041628982,0.40,unfilled,,0.0041994325,0.30,unfilled,,0,no_fill,0.0040322000,0.0037831000,0.0038048000
AKEUSDT,2026-07-29T23:34:14+08:00,2026-07-29T23:34:15+08:00,2026-07-29T23:37:14+08:00,0.0040033000,5.0790%,5.3639%,5.6085%,1047053.0000000000,44254.0000000000,4.7320x,0.0032090000,24.7523%,0.0032090000,0.0035299000,0.0042200000,0.0000889500,momentum_atr_estimate,0.0041532875,0.0045313250,0.0040338000,0.0038012000,0.7619%,-5.0483%,no,0.0041177075,0.30,unfilled,,0.0041532875,0.40,unfilled,,0.0041888675,0.30,unfilled,,0,no_fill,0.0040477000,0.0038012000,0.0038310000
AKEUSDT,2026-07-29T23:37:22+08:00,2026-07-29T23:37:23+08:00,2026-07-29T23:40:26+08:00,0.0040365000,5.8365%,5.9060%,5.5377%,1660020.0000000000,81549.0000000000,4.0712x,0.0032090000,25.7868%,0.0032090000,0.0035299000,0.0041662000,0.0000876357,momentum_atr_estimate,0.0041004732,0.0044729250,0.0040573000,0.0038160000,0.5153%,-5.4627%,no,0.0040654189,0.30,unfilled,,0.0041004732,0.40,unfilled,,0.0041355275,0.30,unfilled,,0,no_fill,0.0040676000,0.0038160000,0.0038319000
AKEUSDT,2026-07-29T23:42:32+08:00,2026-07-29T23:42:33+08:00,2026-07-29T23:45:33+08:00,0.0040749000,6.4081%,6.1614%,0.7691%,3303663.0000000000,32569.0000000000,20.2872x,0.0032090000,26.9835%,0.0032090000,0.0035299000,0.0041346000,0.0000872571,momentum_atr_estimate,0.0040691571,0.0044400000,0.0040807000,0.0038257000,0.1423%,-6.1155%,no,0.0040342543,0.30,not_placed,,0.0040691571,0.40,not_placed,,0.0041040600,0.30,not_placed,,0,rejected_origin_floor,0.0040829000,0.0038257000,0.0038353000
AKEUSDT,2026-07-29T23:45:50+08:00,2026-07-29T23:45:51+08:00,2026-07-29T23:48:52+08:00,0.0040662000,5.5607%,5.6567%,5.9928%,12927825.0000000000,65745.0000000000,39.3272x,0.0032090000,26.7124%,0.0032090000,0.0035299000,0.0041346000,0.0000872571,momentum_atr_estimate,0.0040691571,0.0044400000,0.0040829000,0.0038301000,0.4107%,-5.8064%,no,0.0040342543,0.30,not_placed,,0.0040691571,0.40,not_placed,,0.0041040600,0.30,not_placed,,0,rejected_origin_floor,0.0040829000,0.0038221000,0.0038240000
AKEUSDT,2026-07-29T23:51:51+08:00,2026-07-29T23:51:52+08:00,2026-07-29T23:54:59+08:00,0.0040585000,6.2518%,6.2462%,6.0408%,465497.0000000000,29179.0000000000,3.1906x,0.0032090000,26.4724%,0.0032090000,0.0035299000,0.0041346000,0.0000829571,momentum_atr_estimate,0.0040723821,0.0044249500,0.0040769000,0.0038087000,0.4534%,-6.1550%,no,0.0040391993,0.30,not_placed,,0.0040723821,0.40,not_placed,,0.0041055650,0.30,not_placed,,0,rejected_origin_floor,0.0040793000,0.0038087000,0.0038159000
AKEUSDT,2026-07-29T23:55:30+08:00,2026-07-29T23:55:31+08:00,2026-07-29T23:58:34+08:00,0.0040734000,6.4301%,6.4468%,6.7033%,556539.0000000000,28008.0000000000,3.9741x,0.0032090000,26.9367%,0.0032090000,0.0035299000,0.0041346000,0.0000829571,momentum_atr_estimate,0.0040723821,0.0044249500,0.0040793000,0.0038066000,0.1448%,-6.5498%,no,0.0040391993,0.30,not_placed,,0.0040723821,0.40,not_placed,,0.0041055650,0.30,not_placed,,0,rejected_origin_floor,0.0040864000,0.0038029000,0.0038139000
AKEUSDT,2026-07-30T00:03:02+08:00,2026-07-30T00:03:03+08:00,2026-07-30T00:06:02+08:00,0.0041067000,6.3361%,6.1931%,6.4684%,1187170.0000000000,64349.0000000000,3.6898x,0.0032090000,27.9744%,0.0032090000,0.0035299000,0.0041346000,0.0000768929,momentum_atr_estimate,0.0040769304,0.0044037250,0.0041376000,0.0038185000,0.7524%,-7.0178%,no,0.0040461732,0.30,not_placed,,0.0040769304,0.40,not_placed,,0.0041076875,0.30,not_placed,,0,rejected_origin_floor,0.0041376000,0.0038185000,0.0038737000
AKEUSDT,2026-07-30T00:06:09+08:00,2026-07-30T00:06:10+08:00,2026-07-30T00:09:09+08:00,0.0041233000,7.2463%,7.5232%,0.1238%,625728.0000000000,39117.0000000000,3.1993x,0.0032090000,28.4917%,0.0032090000,0.0035299000,0.0041376000,0.0000739429,momentum_atr_estimate,0.0040821429,0.0043964000,0.0041238000,0.0038449000,0.0121%,-6.7519%,no,0.0040525657,0.30,not_placed,,0.0040821429,0.40,not_placed,,0.0041117200,0.30,not_placed,,0,rejected_origin_floor,0.0041238000,0.0038449000,0.0039190000
AKEUSDT,2026-07-30T00:44:32+08:00,2026-07-30T00:44:33+08:00,2026-07-30T00:47:32+08:00,0.0040198000,5.1340%,-0.0671%,-0.2877%,1310202.0000000000,81574.0000000000,3.2123x,0.0032090000,25.2664%,0.0032090000,0.0035299000,0.0040297000,0.0000795286,momentum_atr_estimate,0.0039700536,0.0043080500,0.0040726000,0.0037287000,1.3135%,-7.2417%,no,0.0039382421,0.30,not_placed,,0.0039700536,0.40,not_placed,,0.0040018650,0.30,not_placed,,0,rejected_origin_floor,0.0040726000,0.0036806000,0.0039872000
AKEUSDT,2026-07-30T00:47:47+08:00,2026-07-30T00:47:48+08:00,2026-07-30T00:50:47+08:00,0.0040186000,6.9744%,7.6882%,-0.4237%,5737793.0000000000,199681.0000000000,5.7470x,0.0032090000,25.2290%,0.0032090000,0.0035299000,0.0040186000,0.0000873143,momentum_atr_estimate,0.0039531143,0.0043242000,0.0040200000,0.0036400000,0.0348%,-9.4212%,no,0.0039181886,0.30,not_placed,,0.0039531143,0.40,not_placed,,0.0039880400,0.30,not_placed,,0,rejected_origin_floor,0.0040600000,0.0036284000,0.0040313000
AKEUSDT,2026-07-30T00:50:54+08:00,2026-07-30T00:50:55+08:00,2026-07-30T00:53:54+08:00,0.0039876000,8.2293%,-0.0025%,0.1708%,2798323.0000000000,86207.0000000000,6.4921x,0.0032090000,24.2630%,0.0032090000,0.0035299000,0.0040105000,0.0000873143,momentum_atr_estimate,0.0039450143,0.0043161000,0.0040600000,0.0036284000,1.8156%,-9.0079%,no,0.0039100886,0.30,not_placed,,0.0039450143,0.40,not_placed,,0.0039799400,0.30,not_placed,,0,rejected_origin_floor,0.0040600000,0.0036284000,0.0040329000
AKEUSDT,2026-07-30T00:54:36+08:00,2026-07-30T00:54:37+08:00,2026-07-30T00:57:36+08:00,0.0040442000,11.0403%,10.7606%,0.1734%,2846534.0000000000,131657.0000000000,4.3242x,0.0032090000,26.0268%,0.0032090000,0.0035299000,0.0040456000,0.0000849071,momentum_atr_estimate,0.0039819196,0.0043427750,0.0040459000,0.0036326000,0.0420%,-10.1775%,no,0.0039479568,0.30,not_placed,,0.0039819196,0.40,not_placed,,0.0040158825,0.30,not_placed,,0,rejected_origin_floor,0.0040459000,0.0036326000,0.0040176000
AKEUSDT,2026-07-30T00:58:35+08:00,2026-07-30T00:58:36+08:00,2026-07-30T01:01:35+08:00,0.0040281000,10.1386%,-0.1512%,9.6947%,1606688.0000000000,97052.0000000000,3.3110x,0.0032090000,25.5251%,0.0032090000,0.0035299000,0.0040292000,0.0000856786,momentum_atr_estimate,0.0039649411,0.0043290750,0.0040406000,0.0036445000,0.3103%,-9.5231%,no,0.0039306696,0.30,not_placed,,0.0039649411,0.40,not_placed,,0.0039992125,0.30,not_placed,,0,rejected_origin_floor,0.0040406000,0.0036445000,0.0040081000
AKEUSDT,2026-07-30T01:04:23+08:00,2026-07-30T01:04:24+08:00,2026-07-30T01:07:23+08:00,0.0040236000,5.6645%,0.4644%,0.1543%,4851253.0000000000,90877.0000000000,10.6765x,0.0032090000,25.3849%,0.0032090000,0.0035299000,0.0040237000,0.0000981071,momentum_atr_estimate,0.0039501196,0.0043670750,0.0040699000,0.0037626000,1.1507%,-6.4867%,no,0.0039108768,0.30,not_placed,,0.0039501196,0.40,not_placed,,0.0039893625,0.30,not_placed,,0,rejected_origin_floor,0.0040768000,0.0037626000,0.0040523000
AKEUSDT,2026-07-30T01:08:41+08:00,2026-07-30T01:08:42+08:00,2026-07-30T01:11:41+08:00,0.0040269000,6.5910%,-0.3958%,-0.3933%,815423.0000000000,49880.0000000000,3.2695x,0.0032090000,25.4877%,0.0032090000,0.0035299000,0.0040285000,0.0001007143,momentum_atr_estimate,0.0039529643,0.0043810000,0.0040633000,0.0037502000,0.9039%,-6.8713%,no,0.0039126786,0.30,not_placed,,0.0039529643,0.40,not_placed,,0.0039932500,0.30,not_placed,,0,rejected_origin_floor,0.0041347000,0.0037502000,0.0040809000
AKEUSDT,2026-07-30T01:13:02+08:00,2026-07-30T01:13:03+08:00,2026-07-30T01:16:02+08:00,0.0040692000,7.8991%,-0.0540%,0.6978%,11390641.0000000000,459493.0000000000,4.9579x,0.0032090000,26.8059%,0.0032090000,0.0035299000,0.0040742000,0.0001002286,momentum_atr_estimate,0.0039990286,0.0044250000,0.0040980000,0.0037626000,0.7078%,-7.5347%,no,0.0039589371,0.30,not_placed,,0.0039990286,0.40,not_placed,,0.0040391200,0.30,not_placed,,0,rejected_origin_floor,0.0040980000,0.0037626000,0.0039732000
AKEUSDT,2026-07-30T02:50:39+08:00,2026-07-30T02:50:40+08:00,2026-07-30T02:53:39+08:00,0.0039600000,9.5436%,0.2202%,0.1974%,3082390.0000000000,118044.0000000000,5.2224x,0.0032090000,23.4029%,0.0032090000,0.0035299000,0.0039600000,0.0000660286,momentum_atr_estimate,0.0039104786,0.0041911000,0.0040051000,0.0036016000,1.1389%,-9.0505%,no,0.0038840671,0.30,not_placed,,0.0039104786,0.40,not_placed,,0.0039368900,0.30,not_placed,,0,rejected_origin_floor,0.0040220000,0.0035876000,0.0040005000
AKEUSDT,2026-07-30T02:54:57+08:00,2026-07-30T02:54:58+08:00,2026-07-30T02:57:59+08:00,0.0039976000,11.4158%,-0.3589%,0.0025%,3699565.0000000000,109509.0000000000,6.7566x,0.0032090000,24.5746%,0.0032090000,0.0035299000,0.0039985000,0.0000661786,momentum_atr_estimate,0.0039488661,0.0042301250,0.0040220000,0.0035796000,0.6104%,-10.4563%,no,0.0039223946,0.30,not_placed,,0.0039488661,0.40,not_placed,,0.0039753375,0.30,not_placed,,0,rejected_origin_floor,0.0040220000,0.0035796000,0.0039277000
